"Order Number ","Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"," Assigned to"," Assigned at"
"47840","Go-Casual Hoodie","43590440421700","31352634409252","hold","1","Black / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_dda6ed6a-d5fd-4a8d-bb44-b1c91a709074.jpg?v=1734459528","Manar Mahmoud ","2025-01-11 11:45:38"
"48388","Basic Sleeves Dress","31499494121700","31358474158372","hold","1","Black / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_8952c5a8-b3e6-4eee-b53d-302efee875a0.jpg?v=1716904706","Hader Magdy","2025-01-12 13:16:12"
"48388","Pumped Sleeves","10055250721700","31358474191140","hold","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/WDfsaZKnAqPgz7gGZTTps4z5qHbwF88bxbBW6C75_075cb6f0-edb6-4e9b-b1a2-b90fc5f8253e.jpg?v=1706293520","Hader Magdy","2025-01-12 13:16:12"
"48388","Basic Pullover","76590190900300","31358474518820","hold","1","Offwhite / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_cb8595f4-b72d-43a2-a58a-86a5597816d4.jpg?v=1735554072","Hader Magdy","2025-01-12 13:16:13"
"48415","Washed Two Lines Pants","14590550212940","31358723784996","hold","1","L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_c08d5a8f-b70e-4311-b489-ef85cf9df9bb.jpg?v=1735220667","Hader Magdy","2025-01-13 10:38:28"
"48610","Tulip Turkish Clips","60444040121700","31361746862372","hold","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_f9ec9e5a-4a80-44ff-afa0-c5dba73a013c.jpg?v=1717325958","Toaa Aisem ","2025-01-14 11:21:14"
"48614","Lined Lycra Scarf","10011030810217","31361852965156","hold","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/19.png?v=1715848972","Amira Ahmed","2025-01-14 11:10:42"
"48657","Basic Pullover","76590190900300","31362373878052","hold","1","Offwhite / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_cb8595f4-b72d-43a2-a58a-86a5597816d4.jpg?v=1735554072","Aya","2025-01-14 12:43:57"
"48656","Printed Square Chiffon Scarf","10412055148399","31362372993316","hold","1","20","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10412055148399.jpg?v=1722429504","Toaa Aisem ","2025-01-14 16:18:48"
"48686","Easy Opened Wrap Scarf","10413098600297","31362524578084","hold","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_758bbc0a-8b9d-40f4-bfdd-1953a2826fa5.jpg?v=1729682492","Aya","2025-01-14 16:31:18"
"48686","Easy Closed Wrap Scarf","10413094421796","31362524610852","hold","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_141e877d-e11e-46ca-9908-8d248e8ac79a.jpg?v=1729518187","Aya","2025-01-14 16:31:18"
"48687","Easy Closed Wrap Scarf","10413094421796","31362525200676","hold","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_141e877d-e11e-46ca-9908-8d248e8ac79a.jpg?v=1729518187","Aya","2025-01-14 16:33:32"
"48716","Cozy Cotton Scarf","10011030950071","31362683633956","hold","1","Jam Purple","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/14_5a6d622a-d83e-429e-bec5-dd1b86de8e2e.jpg?v=1728837274","Hader Magdy","2025-01-15 10:39:51"
"48721","Easy Closed Wrap Scarf","10413094421796","31362699886884","hold","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_141e877d-e11e-46ca-9908-8d248e8ac79a.jpg?v=1729518187","Hader Magdy","2025-01-15 10:46:24"
"48726","Vital Shirt","17499459900420","31362716172580","hold","1","Beige / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/17499459900420.jpg?v=1718267651","Hader Magdy","2025-01-15 11:15:51"
"48799","Wooden Counter","10088484342404","31363496608036","hold","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/2_97218567-59ef-4495-8a53-4fa1a046a575.jpg?v=1709746279","Aya","2025-01-15 10:47:00"
