"Order Number ","Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"," Assigned to"," Assigned at"
"24252","Cotton Crinkle Scarf","10011030959131","31034075709732","hold","1","DarkGray","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Q1ELnHuXjkWBAl5hjozFC4IOg1yQGAhbMolRR8vq_bb73a465-0e2a-49a6-8233-441534218f54.jpg?v=1706716268","Support 1","2024-09-23 17:46:43"
"24307","Normal Underscarf","10022424100400","31035187659044","hold","1","Light Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_b6026913-a24d-4c64-9390-b01be7a0ed03.jpg?v=1713779309","Hader Magdy","2024-09-23 17:46:45"
"24307","Normal Underscarf","10022424122300","31035187757348","hold","1","Olive","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_672e718e-7c60-41c8-a7b1-8d7727116a84.jpg?v=1722778099","Hader Magdy","2024-09-23 17:46:45"
"24318","Puffy Poplin Chemise","57499760117800","31035294843172","hold","1","BabyBlue / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_fc762773-c961-4e17-bcc7-815d87087020.jpg?v=1720084611","Amira Ahmed","2024-09-23 11:35:59"
"24318","Puffy Poplin Chemise","57499760100400","31035370176804","hold","1","Beige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_3b12257b-4237-4408-a45f-236dfcd74f96.jpg?v=1720084612","Amira Ahmed","2024-09-23 11:35:59"
"24324","Printed Satin Pants","14499565762240","31035359166756","hold","1","2 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_54f55a3f-b30d-40a1-8bc7-86b3b0ad0f7d.jpg?v=1719412195","Amira Ahmed","2024-09-23 17:46:46"
"24324","Sleeveless Breathable Top","17499464200240","31035359199524","hold","1","Offwhite / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_c41feb1c-7038-4068-bc0e-c58b7c5bebba.jpg?v=1719150401","Amira Ahmed","2024-09-23 17:46:46"
"24324","Puffy Poplin Chemise","57499760116200","31035359265060","hold","1","LimeGreen / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_8ed11504-0aec-45ba-8b0d-cca82c887682.jpg?v=1720084615","Amira Ahmed","2024-09-23 17:46:46"
"24333","Basic Clips Underscarf","10022424023100","31035441283364","hold","1","Cafe","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/re_ab2ddcf7-4011-4371-b93b-5eb735a452f4.jpg?v=1721727438","Hader Magdy","2024-09-23 17:46:47"
"24334","No Thread Underscarf","10022323013100","31035446853924","hold","1","SmokeyGrey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/22_dfb8ad15-3a6e-4ad6-85b9-3057c7d16b00.jpg?v=1722859744","Hader Magdy","2024-09-23 17:46:47"
"24334","Puffy Poplin Chemise","57499760100400","31035446919460","hold","1","Beige / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_3b12257b-4237-4408-a45f-236dfcd74f96.jpg?v=1720084612","Hader Magdy","2024-09-23 17:46:48"
"24348","Plain Pure Scarf (Big Size)","10011020023118","31035654504740","shortage","1","RosyBrown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020023118.jpg?v=1719321376","Aya","2024-09-23 11:36:13"
"24353","Must-Have Cotton Scarf","10413085027298","31035724169508","hold","1","LightBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_851510d2-52d6-4605-be61-0d14a167a827.jpg?v=1724928241","Aya","2024-09-23 11:36:16"
"24354","Plain Pure Scarf (Big Size)","10011020023033","31035752939812","shortage","12","Cashmere","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020023033.jpg?v=1719321332","Aya","2024-09-23 11:36:17"
"24355","Tulip Turkish Clips","0002-01-18","31035756380452","NA","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_f9ec9e5a-4a80-44ff-afa0-c5dba73a013c.jpg?v=1717325958","Aya","2024-09-23 11:15:57"
"24356","Matte Magnet Pin","1001-11","31035757035812","NA","1","3","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_cacf5a39-72b5-44fd-a87c-672059c0d763.jpg?v=1716890628","Aya","2024-09-23 11:19:38"
"24362","Sleeveless Breathable Top","17499464200240","31035871822116","hold","1","Offwhite / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_c41feb1c-7038-4068-bc0e-c58b7c5bebba.jpg?v=1719150401","Support 1","2024-09-23 17:46:49"
"24362","Puffy Poplin Chemise","57499760107500","31035871953188","hold","1","Purple / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_9a03be42-aae1-4ced-abc1-8f51218b68b8.jpg?v=1720084576","Support 1","2024-09-23 17:46:49"
"24383","Matte Magnet Pin With Logo","1001-27","31036127576356","NA","1","8","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_42f65fa6-8721-44fe-bb04-a291bbe48075.jpg?v=1716889786","Manar Mahmoud ","2024-09-23 11:27:08"
"24389","Portable Skirt","10088484142217","31036189868324","hold","1","Black / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/5_107e2a63-29a7-423a-aa02-00fbda57a6c2.jpg?v=1709746348","Hader Magdy","2024-09-23 17:46:51"
"24397","Basic Clips Underscarf","10022424009800","31036249375012","hold","2","cashmere","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_cf2b75fc-9cea-4e7f-bb58-4533444183ea.jpg?v=1721038116","Hader Magdy","2024-09-23 17:46:51"
"24397","Basic Clips Underscarf","10022424023100","31036249407780","hold","1","Cafe","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/re_ab2ddcf7-4011-4371-b93b-5eb735a452f4.jpg?v=1721727438","Hader Magdy","2024-09-23 17:46:52"
"24409","Stripped Sleeveless Shirt","43499464523140","31036515778852","hold","1","2 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_8ace0c09-08a6-48ca-9299-54e2f224fe46.jpg?v=1722382951","Amira Ahmed","2024-09-23 11:36:37"
"24414","Stripped Pants","62499565921740","31036595470628","hold","1","3 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_d5036329-0dd1-4cdf-9fca-5bb593382012.jpg?v=1725572597","Amira Ahmed","2024-09-23 11:36:38"
"24418","Oversized Shirt","22499359317800","31036927410468","hold","1","BabyBlue / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_17ac2fe0-78de-4b1b-9e05-24f5973f191e.jpg?v=1717963704","Amira Ahmed","2024-09-23 17:46:52"
"24422","Essential Shirt","57499353317200","31036988064036","hold","1","Olive / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_af2182ad-50ae-4304-9e11-68485337f6d6.jpg?v=1715284471","Support 1","2024-09-23 17:46:53"
"24429","Normal Underscarf","10022424100400","31037069263140","hold","1","Light Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_b6026913-a24d-4c64-9390-b01be7a0ed03.jpg?v=1713779309","Aya","2024-09-23 17:46:53"
"24436","Linen Basic Shirt","57499368207600","31037142237476","hold","1","Violet / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_a2e09f5e-512c-47db-9da2-1cd4bda2935f.jpg?v=1725452846","Amira Ahmed","2024-09-23 11:36:42"
"24453","Sleeveless Breathable Top","17499464200240","31037263839524","hold","1","Offwhite / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_c41feb1c-7038-4068-bc0e-c58b7c5bebba.jpg?v=1719150401","Manar Mahmoud ","2024-09-23 12:21:55"
