"Order Number ","Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"," Assigned to"," Assigned at"
"25269","Workaday Shirt","17499489421700","31087946760484","hold","1","Black / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_875f634e-b104-4afe-b30b-c1780b84ee28.jpg?v=1716897627","Hader Magdy","2024-09-30 10:40:45"
"25272","Plain Pure Scarf (Big Size)","10011020023214","31087992373540","shortage","1","Navy","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020023214.jpg?v=1719321340","Hader Magdy","2024-09-30 10:47:35"
"25281","Portable Skirt","10088484142214","31088084156708","hold","1","Navy / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/3_5143499a-9aca-407d-a7a9-31eb3b9f2f05.jpg?v=1709746348","Amira Ahmed","2024-09-30 10:34:42"
"25316","Puffy Poplin Chemise","57499760107500","31088429924644","hold","1","Purple / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_9a03be42-aae1-4ced-abc1-8f51218b68b8.jpg?v=1720084576","Manar Mahmoud ","2024-09-30 10:45:58"
"25323","Ribbed Turban","57422525100100","31088560275748","hold","2","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_6f9000e2-9698-4a84-94d7-8dce8fcbfa98.jpg?v=1720619033","Support 1","2024-09-30 10:41:37"
"25330","No Thread Underscarf","10022323017300","31088667099428","hold","1","Olive","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/17_4fc1c96e-4eb8-45dc-8ed8-bd630513afbd.jpg?v=1727259092","Support 1","2024-09-30 11:50:10"
"25331","Fairy Tale Scarf","10011010141165","31088669032740","hold","1","Olive","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_ebb5f541-6a9e-4c26-b8ee-16bb4d6f2c2a.jpg?v=1724337425","Support 1","2024-09-30 10:52:02"
"25338","Printed Gradient Scarf","60011010313015","31088782213412","hold","1","8","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_3fb8cbfd-7870-457f-8ee7-3856410ba9bb.jpg?v=1726058513","Hader Magdy","2024-09-30 11:18:19"
"25338","Printed Gradient Scarf","60011010313142","31088782246180","hold","1","21","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/19_7b5153d2-c4bc-4d39-a05b-fcf9c97cb616.jpg?v=1726058514","Hader Magdy","2024-09-30 11:18:19"
"25338","Printed Gradient Scarf","60011010313134","31088782278948","hold","1","4","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_432f077b-9aee-4e38-85de-25e2a2f40ecf.jpg?v=1726058497","Hader Magdy","2024-09-30 11:18:19"
"25341","Portable Skirt","10088484142214","31088819306788","hold","1","Navy / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/3_5143499a-9aca-407d-a7a9-31eb3b9f2f05.jpg?v=1709746348","Hader Magdy","2024-09-30 11:16:44"
"25368","No Thread Underscarf","10022323030700","31089334288676","hold","1","Thistle Purple","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/29_5cc90097-60e4-4b06-86eb-1f9f80a30662.jpg?v=1727259044","Support 1","2024-09-30 11:31:59"
"25368","No Thread Underscarf","10022323022900","31089334452516","hold","1","Dusty Rose","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/22_3a1629b9-26bb-430f-a3ba-5ca51f5d25a8.jpg?v=1727259108","Support 1","2024-09-30 11:31:59"
"25368","No Thread Underscarf","10022323017300","31089334583588","hold","1","Olive","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/17_4fc1c96e-4eb8-45dc-8ed8-bd630513afbd.jpg?v=1727259092","Support 1","2024-09-30 11:31:59"
