"Order Number ","Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"," Assigned to"," Assigned at"
"56781","Camouflage Chiffon Scarf","10411001000503","31569114988836","NA","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10411001000503.jpg?v=1737468058","Ziad Khairy","2025-03-05 12:30:13"
"56757","Wide Short Ribbed Pullover","10590165900200","31569384046884","hold","1","Free Size / Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/17_b8f50a74-1d47-4e71-9787-844916a63576.jpg?v=1737631038","Ziad Khairy","2025-03-05 12:38:54"
"56881","Soft Isdal with Underscarf","12566046200500","31570008080676","NA","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_d6bdaeb9-9aaf-419a-a845-f020bf0db372.jpg?v=1741169693","Hader Magdy","2025-03-06 10:04:37"
"56976","Matte Magnet Pin","60444142423200","31570575327524","hold","1","9","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/9_74e5718e-ad62-4022-8bab-d2e9103c3b66.jpg?v=1737469896","Ziad Khairy","2025-03-06 10:01:43"
"57000","Wide Short Ribbed Pullover","10590165900200","31570799591716","hold","1","Free Size / Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/17_b8f50a74-1d47-4e71-9787-844916a63576.jpg?v=1737631038","Ziad Khairy","2025-03-06 11:26:31"
"56980","Comfy Shirt","16499453616200","31570592629028","hold","1","Light green / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_b6335937-5931-4953-8e4a-85ac2c77931e.jpg?v=1737469276","Ziad Khairy","2025-03-06 14:25:20"
"57102","No Thread Underscarf","10422323014300","31571738722596","hold","1","MintGreen","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_6057afe9-8dac-4a1d-8320-0a2b32d252b3.jpg?v=1737468672","Hader Magdy","2025-03-08 09:31:10"
"57102","No Thread Underscarf","10422323036800","31571738755364","hold","1","AlmondBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_962bdf2c-426b-49ab-98fd-26648bb8269b.jpg?v=1737468672","Hader Magdy","2025-03-08 09:31:10"
"57102","No Thread Underscarf","10522323061100","31571738788132","NA","1","LightFawn","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/resize_fb8920a2-7552-4896-8f7d-d531c3603278.jpg?v=1741252192","Hader Magdy","2025-03-08 09:31:10"
"57114","Cozy Cotton Scarf","10011030950001","31572024754468","hold","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_dad55f27-a443-4d71-9eb7-7db51131d89a.jpg?v=1737468812","Hader Magdy","2025-03-08 09:45:49"
"57130","Easy Opened Wrap Scarf","10513098642097","31572196688164","NA","2","Grey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_703057e1-139f-44e7-8238-90c19d8f5710.jpg?v=1737626658","Amira Ahmed","2025-03-08 09:36:37"
"57139","Matte Magnet Pin With Logo","60444142309700","31572311802148","hold","1","6","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_b6acd4b1-2e41-4ad5-8596-0c2ab2cd5151.jpg?v=1737469893","Hader Magdy","2025-03-08 10:46:57"
"57139","Ready Wrap Cotton scarf","10413099823295","31572311900452","NA","1","Clay","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_083947a3-8fd7-4e73-bac2-4b85948d61ae.jpg?v=1737468063","Hader Magdy","2025-03-08 10:46:58"
"57161","Cozy Cotton Scarf","10413095022198","31572516667684","hold","1","Chocolate","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/46_93218ff2-2951-41ec-9e47-489bff86e29d.jpg?v=1737468809","Amira Ahmed","2025-03-08 09:56:54"
"57182","Whisper Short Tassels Shawl","60077074159229","31572761805092","hold","1","Lilac","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/9_99917373-9e81-4f02-992d-7f3b8271a71a.jpg?v=1737468533","Sahar Hamdy","2025-03-08 09:31:37"
"57186","Fluffy Winter Shawl","60077174004903","31572816101668","hold","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/72_6923780f-f7d6-40d4-aceb-9ef7ad784cf3.jpg?v=1737469345","Sahar Hamdy","2025-03-08 09:43:18"
"57189","Dreamy Acid Pants","43590543621720","31572832944420","hold","1","WashedBlack / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_b3c84248-b7f3-4f08-89b5-572ba851319e.jpg?v=1737468397","Sahar Hamdy","2025-03-08 09:51:11"
"57191","Short Basic Fit Pullover","10090165600200","31572837695780","hold","1","Free Size / Creamy","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/15_11626c7e-7205-4b11-a3e1-371cfe4e8ca3.jpg?v=1737469800","Sahar Hamdy","2025-03-08 09:53:14"
"57202","Double Faced Jacket","69590965073000","31572920271140","hold","1","4","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_2f6367be-c3c5-4614-a23b-2d037867b46c.jpg?v=1737468319","Sahar Hamdy","2025-03-08 10:15:34"
"57220","Fluffy Winter Shawl","60077174004903","31573103018276","hold","2","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/72_6923780f-f7d6-40d4-aceb-9ef7ad784cf3.jpg?v=1737469345","Sahar Hamdy","2025-03-08 10:50:26"
"57222","Fluffy Winter Shawl","60077174004903","31573118517540","hold","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/72_6923780f-f7d6-40d4-aceb-9ef7ad784cf3.jpg?v=1737469345","Sahar Hamdy","2025-03-08 10:51:33"
"57224","Dreamy Acid Pants","43590543621720","31573150269732","hold","1","WashedBlack / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_b3c84248-b7f3-4f08-89b5-572ba851319e.jpg?v=1737468397","Fatma Mohamed","2025-03-08 09:36:23"
"57241","Gucci Winter Shawl","60077174165302","31573371945252","hold","1","6","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/125.jpg?v=1737469332","Fatma Mohamed","2025-03-08 10:37:23"
"57244","Plain Cotton Lycra Scarf","10413095138198","31573438857508","NA","1","Petrol","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/24_a5e246b6-d2f4-4d3b-8d29-82e79ce7c805.jpg?v=1738945212","Fatma Mohamed","2025-03-08 10:40:43"
"57246","Essential Shawl","60577011908200","31573475262756","hold","1","Red","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/12_60e6f56b-784a-41cb-b0db-34b8b747e6d0.jpg?v=1738485584","Fatma Mohamed","2025-03-08 10:43:57"
"57246","Matte Magnet Pin","60444142400100","31573475361060","hold","1","4","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_42c14fb6-adba-4e84-9092-4f6bd7d55fb4.jpg?v=1737469896","Fatma Mohamed","2025-03-08 10:43:57"
"57251","Shadow Hoodie","17590349823100","31573570126116","hold","1","Cafe / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_ffbdcde5-5eff-4dde-8a9f-834f1f9daaab.jpg?v=1737468377","Fatma Mohamed","2025-03-08 10:56:49"
"57254","Plain Cotton Lycra Scarf","10513095149598","31573617606948","NA","1","Maroon","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/5_ed3e1df4-8269-49c5-9774-680f9e25a2e7.jpg?v=1740480070","Fatma Mohamed","2025-03-08 10:58:50"
