"Order Number ","Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"," Assigned to"," Assigned at"
"16746","Crinkle Satin Chiffon Scarf","10011020038094","15233386086692","warehouse","1","Brown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_286ae41c-b143-490c-badc-1001a4a4e9bf.jpg?v=1715504163","Amira Ahmed","2024-08-01 12:14:46"
"16746","Body Sleeveless Round Neck","10033434421750","15240079311140","warehouse","1","XLarge / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/8zKh3jobbtwhgfuPWrOf768GMjNk1wtY7wJV6pHE_c4f50a68-023e-447f-beba-bb36081e6456.jpg?v=1706294182","Amira Ahmed","2024-08-01 12:14:46"
"17030","Basic Lycra Pack Scarf","10011030969002","15238217302308","warehouse","1","OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/J8xPsw8FIqK7Q5Inb7CDavxcX71PaRYYE3f1r0zz.jpg?v=1709406587","Hader Magdy","2024-08-01 12:30:58"
"17030","Syrian Underscarf Open-End","10022121021700","15238217367844","warehouse","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/TA1I4OMNKwIMx3ksmnJYw87d3I6VHizOy3KXvKdu_03f9b43d-5940-48ce-9b64-3309fee8e267.jpg?v=1706295726","Hader Magdy","2024-08-01 12:30:58"
"17030","Plain Pure Scarf (Big Size)","10011020023001","15238217400612","warehouse","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020023001.jpg?v=1719321239","Hader Magdy","2024-08-01 12:30:58"
"17030","Basic Lycra Pack Scarf","10011030969217","15238217466148","warehouse","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/ACa4eCu4FkPGDvLsvBI3rGVMHXCiFC8tvyAnrRmv.jpg?v=1709406587","Hader Magdy","2024-08-01 12:30:58"
"17030","Cozy Cotton  Scarf","10011030950052","15238217498916","warehouse","1","DarkOrange","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/AYJDezjnMMvf7RCnDqcSzW6LJLsPLbg6NPpx3Emy_d0fec6e6-64f7-4f50-8da9-e34bfa3f2be7.jpg?v=1706297409","Hader Magdy","2024-08-01 12:30:58"
"17030","Cozy Cotton  Scarf","10011030950043","15238217531684","warehouse","1","CherryPink","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/kFd5tbHLRKZ23h5ElUPuUQ1rLcdUjzP2IziTXULl_f3e17421-8f3b-4055-b16f-4ab61bc3b004.jpg?v=1706297409","Hader Magdy","2024-08-01 12:30:58"
"17030","Cozy Cotton  Scarf","10011030950140","15238217564452","warehouse","1","Aqua","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Ep6nPMSn001CIAlP4xJ0O2fzTKzfAroteMo7yq8W_c215c02d-a4b2-4f17-b5c7-1453d4c54a27.jpg?v=1706297409","Hader Magdy","2024-08-01 12:30:58"
"17031","Sleeveless Vest","10033333000200","15238234341668","warehouse","2","Free size / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/wolVTHxElWSTxpJMyHR30b0TFUwMKkfkDV3SShAY_5d8adcc9-13d5-4edf-9e16-4a96896500eb.jpg?v=1706294238","Hader Magdy","2024-08-01 11:18:41"
"17031","Full Chemise Pleated Collar","10033535321760","15238234407204","warehouse","1","2XL / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_0fe1ac73-3373-4d24-a19a-479fd9a09ad0.jpg?v=1716822210","Hader Magdy","2024-08-01 11:18:41"
"17031","Chemise Sleeves Basic Undershirt","10033030000260","15238234439972","warehouse","1","2XL / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_7836ea87-c7d3-4c5b-b25c-dba943fb6f06.jpg?v=1716821094","Hader Magdy","2024-08-01 11:18:41"
"17031","Plain Viscose Isdal","57466016116300","15238234472740","warehouse","1","LimeGreen / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/9_c4ce490e-1a68-44e5-ace7-05dddb012a1b.jpg?v=1718105951","Hader Magdy","2024-08-01 11:18:41"
"17032","Healthy Hair Underscarf","10022323821700","15238444974372","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Fx1OTQ3Shrx3uzKVr4kq51Y4E1jlNaMdmIrWYiab_f0f23eb5-31bd-481a-a8f2-8a5638a501c4.jpg?v=1706791911","Hader Magdy","2024-08-01 11:22:51"
"17034","Richy Chiffon Scarf","10011001082023-1","15238667731236","warehouse","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_8dd7532b-0ad5-48b0-a53c-3c3e460ceb68.jpg?v=1720961678","Hader Magdy","2024-08-01 11:29:13"
"17034","Flashy Chiffon Scarf","10011001012090","15238667764004","warehouse","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/70.jpg?v=1720620123","Hader Magdy","2024-08-01 11:29:13"
"17034","Body Sleeveless Round Neck","10033434421740","15238667796772","warehouse","1","Large / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/8zKh3jobbtwhgfuPWrOf768GMjNk1wtY7wJV6pHE_c4f50a68-023e-447f-beba-bb36081e6456.jpg?v=1706294182","Hader Magdy","2024-08-01 11:29:13"
"17035","Comfy Shirt","16499453604800","15238721012004","warehouse","1","HotPink / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/13_f060cfaa-37e5-4549-b509-4bc403b1c9c2.jpg?v=1712332878","Hader Magdy","2024-08-01 12:12:22"
"17038","Classy Linen Scarf","10011030979002","15238757712164","warehouse","1","Offwhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_6a38cd34-4aab-445e-9d7e-5f010374fb9d.jpg?v=1714211914","Hader Magdy","2024-08-01 12:17:16"
"17038","Luxury Linen Scarf","10411030981113","15238757744932","warehouse","1","Cafe","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_b33ffb6b-7b76-402f-b7a6-756bdd9a26bf.jpg?v=1716393472","Hader Magdy","2024-08-01 12:17:16"
"17038","Everyday Linen Satin Scarf","10011030971011","15238757777700","warehouse","1","Caramel","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_bea31b2a-c07c-4f99-8cac-7b605de98fc2.jpg?v=1718287505","Hader Magdy","2024-08-01 12:17:16"
"17038","Pure Linen Scarf","10011030970114","15238757810468","warehouse","1","FossilGrey","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011030970115.jpg?v=1716807624","Hader Magdy","2024-08-01 12:17:16"
"17039","Midnight Bloom Scarf","10011001015245","15238772621604","warehouse","1","1","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/22_6cd0f88b-5068-417a-8b17-7f7a1924fbd1.jpg?v=1717418125","Hader Magdy","2024-08-01 11:30:07"
"17042","Pleated Chiffon","10011020020231","15238819184932","warehouse","1","Beige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020020231.jpg?v=1719920138","Hader Magdy","2024-08-01 11:40:45"
"17042","Crinkle Satin Chiffon Scarf","10011020038094","15238819217700","warehouse","1","Brown","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_286ae41c-b143-490c-badc-1001a4a4e9bf.jpg?v=1715504163","Hader Magdy","2024-08-01 11:40:45"
"17044","Easy Go Set","57499868120900","15238830031140","warehouse","1","Blue / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_8c100d3b-377e-4324-bf45-fae87686e785.jpg?v=1715207886","Hader Magdy","2024-08-01 12:16:33"
"17045","No Thread Underscarf With Tie-Back","10022323100200","15238835798308","warehouse","1","OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/e7T9I7qB9nGkOFq0fa8N8LBQJhIbwEMEtC1Nnvdo_fbd84a0a-75c4-4f88-9edd-b1d5f2a3134e.jpg?v=1706295767","Hader Magdy","2024-08-01 12:16:00"
"17045","Cotton Sleeves","10055250600100","15238835929380","warehouse","1","Free size / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/OSjK2fcfRq8KAMWDlL74pH6654MtBO7F53D3bKKi.jpg?v=1706284409","Hader Magdy","2024-08-01 12:16:00"
"17047","Plain Pure Scarf (Big Size)","10011020023217","15238841401636","warehouse","2","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020023217.jpg?v=1719320956","Hader Magdy","2024-08-01 12:22:25"
"17047","Plain Pure Scarf (Small Size)","10011020022132","15238841434404","warehouse","1","DarkGray","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/6_4ffca76a-4891-4daa-8080-7e2a1607c654.jpg?v=1719400653","Hader Magdy","2024-08-01 12:22:25"
"17047","Hijab Satin Scrunchie","83022020121740","15238841467172","warehouse","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_28193c81-e8ee-439a-9102-d2a9c1959f44.jpg?v=1719239902","Hader Magdy","2024-08-01 12:22:25"
"17047","Plain Pure Scarf (Big Size)","10011020023214","15238841499940","warehouse","2","Navy","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020023214.jpg?v=1719321340","Hader Magdy","2024-08-01 12:22:25"
"17047","Plain Pure Scarf (Big Size)","10011020023003","15238841532708","warehouse","1","Almond","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10011020023003.jpg?v=1719321378","Hader Magdy","2024-08-01 12:22:25"
"17050","Freedom Shirt","57499454121720","15239107739940","warehouse","1","Black / S/M","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/10_517b8146-aebe-4c35-9fa5-86b57778e847.jpg?v=1716480249","Hader Magdy","2024-08-01 11:31:25"
"17058","Cotton Sleeves","10055250621700","15239635108132","warehouse","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/WGx3EQa3LKf53JFfe2K6MXW4m1Kmh5jKd2Y4Dfoj.jpg?v=1706284409","Hader Magdy","2024-08-01 12:20:06"
"17058","Cotton Sleeves","10055250600100","15239635140900","warehouse","1","Free size / White","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/OSjK2fcfRq8KAMWDlL74pH6654MtBO7F53D3bKKi.jpg?v=1706284409","Hader Magdy","2024-08-01 12:20:06"
"17058","Puffy Poplin Chemise","57499760120900","15239635206436","warehouse","1","Blue / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_538a3c34-609a-445b-845a-75b42a5edf1b.jpg?v=1720084605","Hader Magdy","2024-08-01 12:20:06"
"17063","Healthy Hair Underscarf","10022323821700","15239959773476","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Fx1OTQ3Shrx3uzKVr4kq51Y4E1jlNaMdmIrWYiab_f0f23eb5-31bd-481a-a8f2-8a5638a501c4.jpg?v=1706791911","Hader Magdy","2024-08-01 12:10:10"
"17063","Hijab Satin Scrunchie","83022020121740","15239959839012","warehouse","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_28193c81-e8ee-439a-9102-d2a9c1959f44.jpg?v=1719239902","Hader Magdy","2024-08-01 12:10:10"
"17063","Girly Chiffon Square","10011120030217","15239959871780","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/9opomw2iUv17iqbJN7JYhj2QIFpzTXdmXxUmdLdc_0568def0-fa82-4337-8877-a0759ad73616.jpg?v=1706296399","Hader Magdy","2024-08-01 12:10:10"
"17063","Girly Chiffon Square","10011120030233","15239959904548","warehouse","1","Chocolate","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Few83Pb25PhxrU67c1KtqRKkmgt0ZyPeZlQ2OSAL_447900f5-df72-4c3b-8d5e-a5bb420484b6.jpg?v=1706296399","Hader Magdy","2024-08-01 12:10:10"
"17063","Plain Cozzy Squared Scarf","10011130952007","15239959937316","warehouse","1","13","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/ZNJNg4VwzC8Ci9Xozip3oUWE4an7EPBYSBsD3ro6_6b65bf14-c254-45ea-8ac3-7e683dbccd03.jpg?v=1706296910","Hader Magdy","2024-08-01 12:10:10"
"17063","Plain Cozzy Squared Scarf","10011130952132","15239959970084","warehouse","1","2","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/OL1W155PnPvETQcnjyzaAOLYDEtNP6iU8au8x2qy_4e38836a-c83e-4217-85fa-b078a6f53e8c.jpg?v=1706296910","Hader Magdy","2024-08-01 12:10:10"
"17063","Plain Cozzy Squared Scarf","10011130952157","15239960002852","warehouse","1","37","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/OGwo7LXb6gqrxCGkNmGFJANvGuiyOk76I5WRAEXS_53dac0a3-de0a-4597-ae10-6f05612ddc5c.jpg?v=1706296911","Hader Magdy","2024-08-01 12:10:10"
"17064","Lustrous Linen Scarf","10011030976093","15239960199460","warehouse","1","DarkSalmon","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_2f18e4ea-d5f6-4a1b-b45a-bbac4dc262a9.jpg?v=1711880853","Hader Magdy","2024-08-01 11:46:58"
"17064","Luxury Linen Scarf","10411030981113","15239960232228","warehouse","1","Cafe","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_b33ffb6b-7b76-402f-b7a6-756bdd9a26bf.jpg?v=1716393472","Hader Magdy","2024-08-01 11:46:58"
"17068","Comfy Shirt","16499453604800","15240079507748","warehouse","1","HotPink / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/13_f060cfaa-37e5-4549-b509-4bc403b1c9c2.jpg?v=1712332878","Hader Magdy","2024-08-01 12:37:47"
"17068","Syrian Underscarf Close-End","10022121100100","15240079769892","warehouse","1","White","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/SJHePdX7w1UmbfjHVYG1t7OMNBsspBmIOmkTfjHq_644900bb-af99-4c90-9e1d-2193ce95c8f3.jpg?v=1706295921","Hader Magdy","2024-08-01 12:37:48"
"17070","Hijab Satin Scrunchie","83022020121740","15240092582180","warehouse","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/7_28193c81-e8ee-439a-9102-d2a9c1959f44.jpg?v=1719239902","Hader Magdy","2024-08-01 11:53:35"
"17070","Ready Tulle Scarf","57422525321700","15240092614948","warehouse","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_335efd83-ffd8-43b3-a6a9-f005d6f9d403.jpg?v=1719819826","Hader Magdy","2024-08-01 11:53:35"
"17071","Full Chemise Cotton Body","10033434000250","15240100315428","warehouse","1","XLarge / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_ec844969-aa17-4d0a-9079-00b037acb65f.jpg?v=1716818697","Hader Magdy","2024-08-01 11:54:26"
"17071","Full Chemise Cotton Body","10033434000260","15240100348196","warehouse","1","2XL / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_ec844969-aa17-4d0a-9079-00b037acb65f.jpg?v=1716818697","Hader Magdy","2024-08-01 11:54:26"
"17071","Full Chemise Cotton Body","10033434021750","15240100380964","warehouse","1","XLarge / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/4_8225cabf-4052-42fe-9bab-2080d5dc7182.jpg?v=1716818697","Hader Magdy","2024-08-01 11:54:26"
"17073","Body Sleeveless Normal Neck","10033434521740","15240158970148","warehouse","1","Large / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/Nx8xoCSzXVVHRymKZr0KyBrsqgaqXiQv1clfty0z_248b5035-68b5-4f59-9d24-437375d5f2a1.jpg?v=1706294189","Hader Magdy","2024-08-01 11:55:56"
