"Order Number ","Product Name"," Item SKU ","Variation ID"," Product Status ","Qty ","Variant","Product Image"," Assigned to"," Assigned at"
"17849","Body Sleeveless Round Neck","10033434400230","15254056173860","warehouse","1","Medium / OffWhite","https://cdn.shopify.com/s/files/1/0852/8484/7908/products/2W9A85I4dJhqXszo1x0YW56tFtLVGdsxFLFrDNFv_d0c83718-cc6f-420c-aefc-1ca363af1a11.jpg?v=1706294182","mariam","2024-08-12 11:32:54"
"17847","Swim/Sports Hijab","10422424521700","15253977727268","warehouse","1","","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/vghgg.jpg?v=1721037167","mariam","2024-08-12 11:26:18"
"17847","Luxury Linen Scarf","10411030981231","15253977858340","warehouse","1","BuffBeige","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/3_3d9556d5-b4c4-4ede-8ae7-702a59bb6e58.jpg?v=1716393473","mariam","2024-08-12 11:26:18"
"17846","Comfy Shirt","16499453606300","15253957312804","warehouse","1","Red / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_149404f6-21f9-4331-9d2a-10c659a93489.jpg?v=1712332877","mariam","2024-08-12 11:19:03"
"17844","Comfy Shirt","16499453606300","15253386887460","warehouse","1","Red / Free Size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/8_149404f6-21f9-4331-9d2a-10c659a93489.jpg?v=1712332877","mariam","2024-08-12 11:15:41"
"17843","Side Printed Modest Burkini","17499160362140","15253359919396","warehouse","1","1 / L/XL","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/2_62c94e4b-4642-4f58-b411-7092430f7a14.jpg?v=1718215029","mariam","2024-08-12 11:14:07"
"17842","Blue Linen Set","57499868300100","15253293105444","warehouse","1","Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_536ecc38-b1fe-4857-862b-1999e81769e4.jpg?v=1718007504","mariam","2024-08-12 11:08:26"
"17842","Stretchy Multiway Turban","57422526021700","15253293170980","warehouse","1","Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/57422526021700.jpg?v=1721950485","mariam","2024-08-12 11:08:26"
"17840","Chemise Collar","10055050121700","15253220294948","warehouse","1","Free size / Black","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/1_c4f9f7ba-3deb-4ced-b387-88c3688fc903.jpg?v=1721562005","mariam","2024-08-12 10:59:19"
"18631","Basic Skirt","57499565421700","15263193760036","warehouse","1","Black / Free size","https://cdn.shopify.com/s/files/1/0852/8484/7908/files/11_970007b6-e6d8-4c7c-864c-5a6e97e30181.jpg?v=1716980744","Hader Magdy","2024-08-12 10:48:22"
